,selfies,carbons,nitrogens,oxygens,hydrogens
6118,[C][N][C][=Branch1][C][=O][C][=Branch1][N][=N][C][=C][N][=C][N][=C][Ring1][O][Ring1][=Branch1][C],8,4,1,8
6119,[N][C][=Branch1][C][=O][C][C][C][C][C][Branch1][Ring2][N][Ring1][=Branch1][C][Branch1][C][N][=O],7,3,2,13
6120,[C][C][C][Branch1][C][C][Branch1][C][C][C][C][C][C][=Branch1][Ring1][=N][O][C][Branch1][Ring2][C][Ring1][Branch2][=N][O],11,2,2,20
6121,[C][C][C][C][=N][C][=N][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][O][Ring1][#Branch1],11,2,1,12
6122,[NH3+1][C@H1][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],13,1,2,13
6123,[C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1],13,1,2,19
6124,[C][C][O][C][=Branch1][C][=O][C@@H1][Branch1][C][C][O][C][=C][C][=C][Branch2][Ring1][Ring1][O][C][=C][N][=C][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=N][Ring1][O][C][=C][Ring2][Ring1][C],20,2,4,17
6125,[C][O][C][=Branch1][C][=O][C][C][Branch1][C][Cl][=N][N][Branch1][C][C][C][=Ring1][#Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][=N][C][Branch1][Ring1][O][C][=C][C][Branch1][Ring1][O][C][=N][Ring1][#Branch2],14,6,7,15
6126,[C][C][O][C][=C][C][=C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][=C][C][=C][N][=C][Ring1][=C][Ring1][=Branch1],13,2,2,14
6127,[C][C][C][C][O][PH0][=Branch1][C][=O][Branch1][=Branch1][O][C][C][C][C][O][C][C][C][C][O][C][C],14,0,5,31
6128,[C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=N][C][Branch1][C][C][=N][C][Branch1][Ring1][O][C][=N][Ring1][=Branch2],15,5,6,17
6129,[O][C][=Branch1][C][=O][C][Branch1][C][Cl][Branch1][C][Cl][C][C][Cl],7,0,2,5
6130,[C][O][C][=Branch1][C][=O][C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O-1][=O][N+1][Branch1][C][O-1][=O],9,1,6,6
6131,[N][C][C][C][C][C][C][N][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][O][=O],17,2,2,36
6132,[C][C][C][Branch2][Ring1][#Branch1][N][Branch1][=Branch2][C][C][O][C][=C][C][=Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][N][=C][Ring1][Branch1][C][=Branch1][C][=O][O][C][C][C][C][=C],18,3,4,23
6133,[C][O][C][=N][C][=C][N][=C][C][=N][C][Ring1][=Branch1][=N][Ring1][#Branch2],7,4,1,6
6134,[C][N][C][=Branch1][C][=O][N][=C][C][=N][C][=C][N][=C][Ring1][O][Ring1][=Branch1],7,4,1,6
6135,[C][C][C][C][\C][=Branch1][Ring1][=C][\C][C][=Branch1][C][=O][N][C][Branch1][C][N][=O],9,2,2,16
6136,[C][O][C][Branch1][C][C][C][Branch1][C][C][Cl],6,0,1,11
6137,[C][O][C][=C][C][Branch1][C][Br][=C][C][O][C][=Branch1][C][=O][C][Ring1][=Branch1][=C][Ring1][O][O][C],10,0,4,9
6138,[C][C][C][=N][C][=N][C][=N][C][Branch1][C][O][=C][Ring1][#Branch1][N][=C][Ring1][O][C][C],10,4,1,12
6139,[C][C][O][C][=Branch1][C][=O][C][=N][N][Branch1][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][C][=Branch1][Ring2][=N][Ring1][=N][C][Branch1][C][Cl][Branch1][C][Cl][Cl],17,3,2,8
6140,[O][C][=Branch1][C][=O][C][C][C][C][Branch1][=Branch1][C][Branch1][C][O][=O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],18,0,4,18
6141,[C][C][Branch1][C][C][C][Branch1][C][C][N][=C][Branch1][=Branch1][N][C][Ring1][=Branch1][=O][C][=N][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][Branch1][C][O][=O],14,3,3,17
6142,[C][O][C][=C][Branch1][N][O][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][Branch1][C][O][=O],10,0,4,8
6143,[C][C][O][C][C][C][=C][C][=C][Branch2][Ring1][C][O][C][C][N][C][=N][C][=N][C][Branch1][Ring1][C][C][=C][Ring1][Branch2][Cl][C][Branch1][C][C][=C][Ring2][Ring1][Ring2][C],21,3,2,28
6144,[C][C][Branch1][Branch2][C][C][C][Branch1][C][O][=O][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],12,1,3,15
6145,[C][C][N][=C][Branch1][C][Br][NH1][C][=Ring1][=Branch1][N+1][Branch1][C][O-1][=O],4,3,2,4
6146,[C][N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],10,1,3,11
6147,[C][C][C][N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],12,1,3,15
6148,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],13,1,3,17
6149,[N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],11,2,4,12
6150,[C][N][Branch1][C][C][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],11,1,3,13
6151,[C][C][C][N][Branch1][Ring2][C][C][C][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],15,1,3,21
6152,[C][C][C][C][N][Branch1][Branch1][C][C][C][C][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],17,1,3,25
6153,[C][=C][C][N][Branch1][Ring2][C][C][=C][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],15,1,3,17
6154,[C][N][Branch1][#Branch1][C][C][Branch1][C][O][=O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],12,1,5,13
6155,[O][=C][Branch1][#C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][C][C][C][Ring1][=Branch1],14,1,3,17
6156,[O][=C][Branch1][#C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1],13,1,4,15
6157,[C][C][C][Branch1][Ring2][N][C][=O][C][Branch1][C][O][=O],5,1,3,9
6158,[C][C][Branch1][C][C][Branch1][C][C][C][Branch1][C][O][Branch1][=C][C][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][N][C][=N][C][=N][Ring1][Branch1],17,3,1,22
6159,[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][S][C][C][O][C][=C][Ring1][#Branch2],8,1,3,11
6160,[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][S][C][C][C][O][C][=C][Ring1][O],9,1,3,13
6161,[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch2][S][C][C][C][C][C][O][C][=C][Ring1][=N],11,1,3,17
6162,[C][C][Branch1][C][O][Branch1][#C][C][C][C][Branch1][C][C][Branch1][C][O][C][Branch1][C][O][=O][C][Branch1][C][O][=O],8,0,6,14
6163,[C][C][C][C][=N][C][Branch1][C][N][=C][Branch1][Ring1][C][C][C][Branch1][Ring2][C][C][C][=N][Ring1][N],12,3,0,21
6164,[O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],15,0,4,10
6165,[O][=C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][N][Ring2][Ring1][Ring1],18,1,1,35
6166,[C][C][Branch2][Ring1][S][O][C][=C][C][=C][Branch2][Ring1][Ring1][O][C][=C][N][=C][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=N][Ring1][O][C][=C][Ring2][Ring1][C][C][=Branch1][C][=O][O][C][C][O][N][=C][Branch1][C][C][C],23,3,5,22
6167,[C][N][N][=C][Branch1][C][C][C][Branch2][Ring1][N][\C][=N][\O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][=C][Ring2][Ring1][#Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1],24,3,4,27
6168,[C][C][O][C][=Branch1][C][=O][C][S][C][=N][C][=Branch1][=C][=N][N][Ring1][Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C],13,4,3,22
6169,[C][C][Branch1][C][C][Branch1][C][C][N][Branch1][P][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],19,2,2,19
6170,[C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][N][Branch2][Ring1][Ring1][C][=Branch1][C][=O][C][=C][C][Branch1][C][C][=C][C][Branch1][C][C][=C][Ring1][Branch2][C][Branch1][C][C][Branch1][C][C][C],22,2,2,28
6171,[O][C][=Branch1][C][=O][C][C][C][Ring1][Ring1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl],13,1,3,9
6172,[C][C][Branch2][Ring1][=C][O][C][=C][C][=C][Branch2][Ring1][C][O][C][O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][N][=Ring1][#Branch2][C][=C][Ring1][P][C][Branch1][C][O][=O],17,1,5,12
6173,[C][O][C][C][=C][N][=C][Branch2][Ring1][Branch1][C][=N][C][Branch1][C][C][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Ring1][#Branch2][C][=Branch1][Ring2][=C][Ring1][S][C][Branch1][C][O][=O],15,3,4,19
6174,[Cl][C][=C][C][=C][Branch2][Ring1][#Branch2][C][C][C][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][Branch1][Ring1][C][#N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][#Branch1],20,4,0,17
6175,[C][C][C@H1][C@H1][Branch1][C][C][O][C][Ring1][Branch1][=O],6,0,2,10
6176,[O][=C][Branch1][#C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][C][Ring1][Ring2],12,1,3,13
6177,[O][=C][Branch1][#C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][C][C][C][C][Ring1][#Branch1],15,1,3,19
6178,[O][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],14,1,4,17
6179,[O][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],14,1,5,15
6180,[C][O][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],15,1,5,17
6181,[C][N][Branch1][C][C][C][=Branch1][C][=O][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],12,1,3,15
6182,[C][N][Branch1][C][C][C][=Branch1][C][=O][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],13,1,3,17
6183,[C][N][Branch1][=Branch1][C][Branch1][C][C][=O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],12,1,4,13
6184,[C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],12,1,3,15
6185,[C][C][C][C][N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],13,1,3,17
6186,[C][C][C][C][C][C][N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],15,1,3,21
6187,[C][C][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][N][=O],12,2,4,14
6188,[Cl][C][=C][C][=C][Branch1][Branch2][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][Branch1][#Branch2][C][C][Branch1][C][Br][C][O][Ring1][=Branch1][C][N][C][=N][C][=N][Ring1][Branch1],15,3,1,12
6189,[C][C][N][C][Branch1][C][C][C][C],6,1,0,15
6190,[N][C][C][C][C][C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][=O],13,2,3,18
6191,[O][C@@H1][Branch1][=C][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C][Branch1][C][O][=O][C@@H1][Branch1][C][O][C][Branch1][C][O][=O],6,0,8,10
6192,[C][C][C][N][Branch1][Ring1][C][C][C][C][C][O][C][Branch2][Ring1][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][O][Ring1][=C],18,1,2,35
6193,[O][C][C][C][=C][C][=C][Branch1][C][O][C][=Branch1][Ring2][=C][Ring1][#Branch1][N+1][Branch1][C][O-1][=O],8,1,4,9
6194,[C][C][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][N][=C][C][=C][Ring1][O][Ring1][#Branch1],9,1,2,9
6195,[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][S][C][=Branch1][Ring2][=C][Ring1][Branch1][SH0][Branch1][C][N][=Branch1][C][=O][=O],12,1,4,11
6196,[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][S][C][=C][Branch1][Ring2][C][=Ring1][Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],11,1,4,9
6197,[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][O][C][=Branch1][Ring2][=C][Ring1][Branch1][SH0][Branch1][C][N][=Branch1][C][=O][=O],12,1,5,11
6198,[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][S][C][=Branch1][Ring2][=C][Ring1][Branch1][SH0][Branch1][C][N][=Branch1][C][=O][=O],12,1,3,11
6199,[C][C][C][=N][N][Branch1][C][C][C][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][N][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][=C][Ring2][Ring1][Ring2][Cl],19,3,1,24
6200,[C][C][Branch2][Ring1][S][O][C][=C][C][=C][Branch2][Ring1][Ring1][O][C][=C][N][=C][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=N][Ring1][O][C][=C][Ring2][Ring1][C][C][=Branch1][C][=O][O][C][C][C][C][C][O][Ring1][Branch1],23,2,5,21
6201,[C][O][C][=C][C][Branch1][Ring1][O][C][=N][C][Branch2][Ring2][C][N][C][=Branch1][C][=O][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][N][Branch1][C][C][N][=C][C][=Ring1][=Branch1][C][N][=N][N][Branch1][C][C][N][=Ring1][=Branch1][=N][Ring2][Ring1][O],13,10,5,16
6202,[C][C][N][Branch1][=N][C][C][=C][C][=C][Branch1][C][Cl][N][=C][Ring1][#Branch1][\C][Branch1][Ring1][N][C][=C][\N+1][Branch1][C][O-1][=O],12,4,2,15
6203,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][C][C][C][O][C][=N][C][=N][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring1],20,2,1,22
6204,[C][O][C][=C][C][=C][Branch1][=Branch2][N][C][C][Branch1][C][O][C][O][C][=C][Ring1][N],10,1,3,15
6205,[C][C][Branch1][C][C][O][C][Branch1][=C][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][Branch1][C][Cl][Cl][C][O][C][=C][C][=Ring1][Branch1],13,1,3,13
6206,[C][O][C][=C][C][Branch1][Ring1][O][C][=N][C][Branch2][Ring1][N][N][C][=Branch1][C][=O][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][N][C][=C][C][=C][C][Ring1][=Branch1][=N][C][=Ring1][=Branch2][Cl][=N][Ring2][Ring1][=Branch2],15,6,5,13
6207,[N][C][=Branch1][C][=O][C][C@H1][Branch1][Branch2][N][C][=Branch1][C][=O][C][Cl][C][Branch1][C][O][=O],7,2,4,9
6208,[C][C][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][=N][C][Branch1][Ring1][O][C][=C][C][Branch1][Ring1][O][C][=N][Ring1][#Branch2],14,5,7,17
6209,[C][C][=N][N][C][=Branch1][C][=O][N][Branch1][Ring2][C][Ring1][#Branch1][\N][=C][\C][=C][C][=C][N][=C][Ring1][=Branch1],10,5,1,11
6210,[C][C@@H1][Branch1][C][O][C][C][C][C][=O],6,0,2,12
6211,[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2][C][Branch1][C][O-1][=O],12,0,6,13
6212,[C][C][Branch1][C][C][C][C][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Ring1][=C][Branch1][C][O][C][N][C][=N][C][=N][Ring1][Branch1],18,3,1,22
6213,[C][C][Branch1][C][C][C][C][C][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Ring1][=N][Branch1][C][O][C][N][C][=N][C][=N][Ring1][Branch1],19,3,1,24
6214,[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=N][C][=Branch1][Ring2][=N][Ring1][Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][Branch1][C][C][C][=C][Branch1][C][C][C][=C][Ring1][Branch2][C],16,4,3,22
6215,[C][C][=C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],10,1,2,11
6216,[C][C][C][Branch1][Ring1][C][C][Branch1][Ring1][C][#N][C][=Branch1][C][=O][N][C][Branch1][C][N][=O],8,3,2,13
6217,[C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][=N][C][Branch1][Ring1][O][C][=C][C][Branch1][Ring1][O][C][=N][Ring1][#Branch2],15,4,7,18
6218,[C][C][C][=C][Branch1][=Branch1][C][Branch1][C][O][=O][C][=Branch1][C][=O][C][=N][N][Ring1][#Branch2][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],14,2,3,11
6219,[O][C][Branch1][S][C][C][C][C][C][C][Ring1][#Branch1][N][C][=N][C][=N][Ring1][Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],16,3,1,18
6220,[C][C][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][N][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=N][=O][C][=C][C][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N],22,2,4,18
6221,[C][O][\C][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][/C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][Branch1][N][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][#N][=N][C][=N][Ring1][#C],22,3,5,17
6222,[C][N][C][=Branch1][C][=O][C][=Branch1][Ring2][=N][/O][C][\C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1],16,2,3,16
6223,[C][S][C][=Branch1][C][=O][C][=C][C][=C][C][N][=N][S][C][Ring1][=Branch2][=Ring1][Branch1],8,2,1,6
6224,[C][N][Branch1][=N][C][C][=C][C][=C][Branch1][C][Cl][N][=C][Ring1][#Branch1][C][Branch1][C][C][=N][C][#N],11,4,0,11
6225,[C][C][O][C][=Branch1][C][=O][C][=N][N][Branch1][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][C][Branch1][C][C][Branch1][Ring2][C][Ring1][=C][C][=Branch1][C][=O][O][C][C],18,2,4,18
6226,[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch1][S][C][C][C][C][O][C][=C][Ring1][N],10,1,3,15
6227,[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][C][C][O][C][=C][Ring1][#Branch2],9,1,3,13
6228,[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][C][C][C][C][O][C][=C][Ring1][O],10,1,3,15
6229,[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][O][C][=C][Ring1][N],11,1,3,17
6230,[C][O][\N][=C][Branch1][C][/C][C][=C][C][=C][C][Branch2][Ring1][C][O][C][=N][C][Branch1][Ring1][O][C][=C][C][Branch1][Ring1][O][C][=N][Ring1][#Branch2][=C][Ring1][P][C][=Branch1][C][=O][O][C],17,3,6,19
6231,[C][O][C][=C][C][Branch1][Ring1][O][C][=N][C][Branch2][Ring1][S][N][C][=Branch1][C][=O][N][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][C][Ring1][Ring1][=N][Ring2][Ring1][O],17,5,6,19
6232,[O-1][N+1][=Branch1][C][=O][N][C][=N][C][C][N][Ring1][Branch1][C][C][=C][C][=C][Branch1][C][Cl][N][=C][Ring1][#Branch1],10,5,2,10
6233,[C][O][C][C][=C][Branch1][Ring1][O][C][N][N][=C][Branch1][Branch2][N][=C][Ring1][Branch1][N][=Ring1][O][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][Branch1][C][Cl][C][=C][C][Branch1][C][C][=C][Ring1][Branch2][Cl],16,5,4,13
6234,[C][C][SH0][=Branch1][C][=O][=Branch1][C][=O][C][N][=C][C][=C][C][=C][N][Ring1][=Branch1][C][=Ring1][=Branch2][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][=N][C][Branch1][Ring1][O][C][=C][C][Branch1][Ring1][O][C][=N][Ring1][#Branch2],16,6,7,18
6235,[C][O][\N][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][/C][=C][C][=C][C][=C][Ring1][=Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C],18,1,4,19
6236,[C][C][=C][C][Branch1][C][C][=N][C][Branch2][Ring1][P][N][C][=Branch1][C][=O][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][O][C][Ring1][Ring2][=N][Ring2][Ring1][O],17,4,6,18
6237,[C][O][C][=Branch1][C][=O][C][Branch1][Branch1][C][C][Ring1][Ring1][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],12,0,4,14
6238,[C][C][O][C][=Branch1][C][=O][C][Branch1][Branch1][C][C][Ring1][Ring1][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],13,0,4,16
6239,[C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][Branch1][Branch1][C][C][Ring1][Ring1][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],14,0,4,18
6240,[C][O][C][=Branch1][C][=O][C][Branch1][Branch1][C][C][Ring1][Ring1][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],12,0,4,11
6241,[C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][Branch1][Branch1][C][C][Ring1][Ring1][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],14,0,4,15
6242,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][Branch1][Branch1][C][C][Ring1][Ring1][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],15,0,4,17
6243,[C][O][C][=Branch1][C][=O][C][Branch1][Branch1][C][C][Ring1][Ring1][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1],11,0,4,11
6244,[C][O][C][=Branch1][C][=O][C][Branch1][Branch1][C][C][Ring1][Ring1][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][Branch1][C][O-1][=O],11,1,6,11
6245,[C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][Branch1][Branch1][C][C][Ring1][Ring1][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][Branch1][C][O-1][=O],13,1,6,15
6246,[C][O][C][=C][C][=C][Branch1][P][C][=C][Ring1][=Branch1][N][N][C][=Branch1][C][=O][O][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],17,2,3,20
6247,[C][C][N][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][N][=N][N][Branch1][Branch1][C][Ring1][Branch1][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],17,5,2,20
6248,[C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][Ring1][Ring2][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][Branch1][C][O-1][=O],14,1,6,17
