,smiles,carbons,nitrogens,oxygens,hydrogens
64005,NC1(CC11CCO1)C#N,6,2,1,8
64006,NC1(CC11COC1)C#N,6,2,1,8
64007,OC1(CC11CCC1)C#C,8,0,1,10
64008,OC1(CC11CCC1)C#N,7,1,1,9
64009,OC1(CC11CCN1)C#N,6,2,1,8
64010,OC1(CC11CCO1)C#C,7,0,2,8
64011,OC1(CC11CCO1)C#N,6,1,2,7
64012,OC1(CC11COC1)C#C,7,0,2,8
64013,OC1(CC11COC1)C#N,6,1,2,7
64014,CC1(CC11CCC1)C=O,8,0,1,12
64015,CC1(CC11CCO1)C=O,7,0,2,10
64016,CC1(CC11COC1)C=O,7,0,2,10
64017,CC1(NC11CCC1)C=O,7,1,1,11
64018,CC1(NC11COC1)C=O,6,1,2,9
64019,CC1(OC11CCC1)C=O,7,0,2,10
64020,CC1(OC11COC1)C=O,6,0,3,8
64021,OC1(CC11CCC1)C=O,7,0,2,10
64022,OC1(CC11CCO1)C=O,6,0,3,8
64023,OC1(CC11COC1)C=O,6,0,3,8
64024,CC1(CC1C#C)C1CC1,9,0,0,12
64025,CC1(CC1C#C)C1CO1,8,0,1,10
64026,CC1(CC1C#C)N1CC1,8,1,0,11
64027,CC1(CC1C#N)C1CC1,8,1,0,11
64028,CC1(CC1C#N)C1CN1,7,2,0,10
64029,CC1(CC1C#N)C1CO1,7,1,1,9
64030,CC1(CC1C#N)N1CC1,7,2,0,10
64031,CC1(NC1C#C)C1CC1,8,1,0,11
64032,CC1(NC1C#C)C1CN1,7,2,0,10
64033,CC1(NC1C#C)C1CO1,7,1,1,9
64034,CC1(NC1C#N)C1CC1,7,2,0,10
64035,CC1(NC1C#N)C1CN1,6,3,0,9
64036,CC1(NC1C#N)C1CO1,6,2,1,8
64037,CC1(OC1C#C)C1CC1,8,0,1,10
64038,CC1(OC1C#C)C1CN1,7,1,1,9
64039,CC1(OC1C#C)C1CO1,7,0,2,8
64040,CC1(OC1C#N)C1CC1,7,1,1,9
64041,CC1(OC1C#N)C1CN1,6,2,1,8
64042,CC1(OC1C#N)C1CO1,6,1,2,7
64043,NC1(CC1C#N)C1CN1,6,3,0,9
64044,NC1(CC1C#N)C1CO1,6,2,1,8
64045,OC1(CC1C#C)C1CC1,8,0,1,10
64046,OC1(CC1C#C)C1CN1,7,1,1,9
64047,OC1(CC1C#C)C1CO1,7,0,2,8
64048,OC1(CC1C#N)C1CC1,7,1,1,9
64049,OC1(CC1C#N)C1CN1,6,2,1,8
64050,OC1(CC1C#N)C1CO1,6,1,2,7
64051,CC1(CC1C1CC1)C#C,9,0,0,12
64052,CC1(CC1C1CC1)C#N,8,1,0,11
64053,CC1(CC1C1CN1)C#N,7,2,0,10
64054,CC1(CC1C1CO1)C#C,8,0,1,10
64055,CC1(CC1C1CO1)C#N,7,1,1,9
64056,CC1(CC1N1CC1)C#C,8,1,0,11
64057,CC1(CC1N1CC1)C#N,7,2,0,10
64058,CC1(CN1C1CC1)C#C,8,1,0,11
64059,CC1(CN1C1CC1)C#N,7,2,0,10
64060,CC1(NC1C1CC1)C#C,8,1,0,11
64061,CC1(NC1C1CC1)C#N,7,2,0,10
64062,CC1(NC1C1CN1)C#C,7,2,0,10
64063,CC1(NC1C1CN1)C#N,6,3,0,9
64064,CC1(NC1C1CO1)C#C,7,1,1,9
64065,CC1(NC1C1CO1)C#N,6,2,1,8
64066,CC1(OC1C1CC1)C#C,8,0,1,10
64067,CC1(OC1C1CC1)C#N,7,1,1,9
64068,CC1(OC1C1CN1)C#C,7,1,1,9
64069,CC1(OC1C1CN1)C#N,6,2,1,8
64070,CC1(OC1C1CO1)C#C,7,0,2,8
64071,CC1(OC1C1CO1)C#N,6,1,2,7
64072,NC1(CC1C1CC1)C#N,7,2,0,10
64073,NC1(CC1C1CN1)C#N,6,3,0,9
64074,NC1(CC1C1CO1)C#N,6,2,1,8
64075,NC1(CC1N1CC1)C#N,6,3,0,9
64076,OC1(CC1C1CC1)C#C,8,0,1,10
64077,OC1(CC1C1CC1)C#N,7,1,1,9
64078,OC1(CC1C1CN1)C#C,7,1,1,9
64079,OC1(CC1C1CN1)C#N,6,2,1,8
64080,OC1(CC1C1CO1)C#C,7,0,2,8
64081,OC1(CC1C1CO1)C#N,6,1,2,7
64082,OC1(CC1N1CC1)C#C,7,1,1,9
64083,OC1(CC1N1CC1)C#N,6,2,1,8
64084,CC1(CC1C1CC1)C=O,8,0,1,12
64085,CC1(CC1C1CO1)C=O,7,0,2,10
64086,CC1(CC1N1CC1)C=O,7,1,1,11
64087,CC1(CN1C1CC1)C=O,7,1,1,11
64088,CC1(NC1C1CC1)C=O,7,1,1,11
64089,CC1(NC1C1CN1)C=O,6,2,1,10
64090,CC1(NC1C1CO1)C=O,6,1,2,9
64091,CC1(OC1C1CC1)C=O,7,0,2,10
64092,CC1(OC1C1CN1)C=O,6,1,2,9
64093,CC1(OC1C1CO1)C=O,6,0,3,8
64094,OC1(CC1C1CC1)C=O,7,0,2,10
64095,OC1(CC1C1CN1)C=O,6,1,2,9
64096,OC1(CC1C1CO1)C=O,6,0,3,8
64097,OC1(CC1N1CC1)C=O,6,1,2,9
64098,CC1(CC1C=O)C1CC1,8,0,1,12
64099,CC1(CC1C=O)C1CO1,7,0,2,10
64100,CC1(CC1C=O)N1CC1,7,1,1,11
64101,CC1(CN1C=O)C1CC1,7,1,1,11
64102,CC1(CN1C=O)C1CN1,6,2,1,10
64103,CC1(CN1C=O)C1CO1,6,1,2,9
64104,CC1(NC1C=O)C1CC1,7,1,1,11
64105,CC1(NC1C=O)C1CN1,6,2,1,10
64106,CC1(NC1C=O)C1CO1,6,1,2,9
64107,CC1(OC1C=O)C1CC1,7,0,2,10
64108,CC1(OC1C=O)C1CN1,6,1,2,9
64109,CC1(OC1C=O)C1CO1,6,0,3,8
64110,OC1(CC1C=O)C1CC1,7,0,2,10
64111,OC1(CC1C=O)C1CN1,6,1,2,9
64112,OC1(CC1C=O)C1CO1,6,0,3,8
64113,CC1(CC1CC#C)C#C,9,0,0,10
64114,CC1(CC1CC#C)C#N,8,1,0,9
64115,CC1(CC1CC#N)C#C,8,1,0,9
64116,CC1(CC1CC#N)C#N,7,2,0,8
64117,CC1(CN1CC#C)C#C,8,1,0,9
64118,CC1(CN1CC#C)C#N,7,2,0,8
64119,CC1(CN1CC#N)C#C,7,2,0,8
64120,CC1(CN1CC#N)C#N,6,3,0,7
64121,CC1(NC1CC#C)C#C,8,1,0,9
64122,CC1(NC1CC#C)C#N,7,2,0,8
64123,CC1(NC1CC#N)C#C,7,2,0,8
64124,CC1(NC1CC#N)C#N,6,3,0,7
64125,CC1(OC1CC#C)C#C,8,0,1,8
64126,CC1(OC1CC#C)C#N,7,1,1,7
64127,CC1(OC1CC#N)C#C,7,1,1,7
64128,CC1(OC1CC#N)C#N,6,2,1,6
64129,NC1(CC1CC#C)C#N,7,2,0,8
64130,NC1(CC1CC#N)C#N,6,3,0,7
64131,OC1(CC1CC#C)C#C,8,0,1,8
64132,OC1(CC1CC#C)C#N,7,1,1,7
64133,OC1(CC1CC#N)C#C,7,1,1,7
64134,OC1(CC1CC#N)C#N,6,2,1,6
64135,CC1(CC1CC#C)C=O,8,0,1,10
64136,CC1(CC1CC#N)C=O,7,1,1,9
64137,CC1(CN1CC#C)C=O,7,1,1,9
64138,CC1(CN1CC#N)C=O,6,2,1,8
64139,CC1(NC1CC#C)C=O,7,1,1,9
64140,CC1(NC1CC#N)C=O,6,2,1,8
64141,CC1(OC1CC#C)C=O,7,0,2,8
64142,CC1(OC1CC#N)C=O,6,1,2,7
64143,OC1(CC1CC#C)C=O,7,0,2,8
64144,OC1(CC1CC#N)C=O,6,1,2,7
64145,CC1(CC1CC=O)C#C,8,0,1,10
64146,CC1(CC1CC=O)C#N,7,1,1,9
64147,CC1(CC1NC=O)C#C,7,1,1,9
64148,CC1(CC1NC=O)C#N,6,2,1,8
64149,CC1(CC1OC=N)C#C,7,1,1,9
64150,CC1(CC1OC=N)C#N,6,2,1,8
64151,CC1(CC1OC=O)C#C,7,0,2,8
64152,CC1(CC1OC=O)C#N,6,1,2,7
64153,CC1(CN1CC=O)C#C,7,1,1,9
64154,CC1(CN1CC=O)C#N,6,2,1,8
64155,CC1(NC1CC=O)C#C,7,1,1,9
64156,CC1(NC1CC=O)C#N,6,2,1,8
64157,CC1(OC1CC=O)C#C,7,0,2,8
64158,CC1(OC1CC=O)C#N,6,1,2,7
64159,NC1(CC1NC=O)C#N,5,3,1,7
64160,NC1(CC1OC=N)C#N,5,3,1,7
64161,NC1(CC1OC=O)C#N,5,2,2,6
64162,OC1(CC1CC=O)C#C,7,0,2,8
64163,OC1(CC1CC=O)C#N,6,1,2,7
64164,OC1(CC1NC=O)C#C,6,1,2,7
64165,OC1(CC1NC=O)C#N,5,2,2,6
64166,OC1(CC1OC=N)C#C,6,1,2,7
64167,OC1(CC1OC=N)C#N,5,2,2,6
64168,OC1(CC1OC=O)C#C,6,0,3,6
64169,OC1(CC1OC=O)C#N,5,1,3,5
64170,CC1(CC1CC=O)C=O,7,0,2,10
64171,CC1(CC1NC=O)C=O,6,1,2,9
64172,CC1(CC1OC=N)C=O,6,1,2,9
64173,CC1(CC1OC=O)C=O,6,0,3,8
64174,CC1(CN1CC=O)C=O,6,1,2,9
64175,CC1(NC1CC=O)C=O,6,1,2,9
64176,CC1(OC1CC=O)C=O,6,0,3,8
64177,OC1(CC1CC=O)C=O,6,0,3,8
64178,OC1(CC1NC=O)C=O,5,1,3,7
64179,OC1(CC1OC=N)C=O,5,1,3,7
64180,OC1(CC1OC=O)C=O,5,0,4,6
64181,CC1(CC1)OC1(C)CC1,8,0,1,14
64182,CC1(CC2(C)CC2)CC1,9,0,0,16
64183,CC1(CC2(C)CO2)CC1,8,0,1,14
64184,CC1(CC2(C)CO2)CO1,7,0,2,12
64185,CC1(CC2(O)CC2)CC1,8,0,1,14
64186,CC1(CC2(O)CC2)CO1,7,0,2,12
64187,OC1(CC2(O)CC2)CC1,7,0,2,12
64188,CC1(CC2(CC2)C1)C#C,9,0,0,12
64189,CC1(CC2(CC2)C1)C#N,8,1,0,11
64190,CC1(CC2(CC2)N1)C#N,7,2,0,10
64191,CC1(CC2(CC2)O1)C#C,8,0,1,10
64192,CC1(CC2(CC2)O1)C#N,7,1,1,9
64193,CC1(CC2(CN2)C1)C#N,7,2,0,10
64194,CC1(CC2(CO2)C1)C#C,8,0,1,10
64195,CC1(CC2(CO2)C1)C#N,7,1,1,9
64196,NC1(CC2(CC2)C1)C#N,7,2,0,10
64197,NC1(CC2(CN2)C1)C#N,6,3,0,9
64198,NC1(CC2(CO2)C1)C#N,6,2,1,8
64199,OC1(CC2(CC2)C1)C#C,8,0,1,10
64200,OC1(CC2(CC2)C1)C#N,7,1,1,9
64201,OC1(CC2(CN2)C1)C#C,7,1,1,9
64202,OC1(CC2(CN2)C1)C#N,6,2,1,8
64203,OC1(CC2(CO2)C1)C#C,7,0,2,8
64204,OC1(CC2(CO2)C1)C#N,6,1,2,7
64205,CC1(CC2(CC2)C1)C=O,8,0,1,12
64206,CC1(CC2(CC2)O1)C=O,7,0,2,10
64207,CC1(CC2(CN2)C1)C=O,7,1,1,11
64208,CC1(CC2(CO2)C1)C=O,7,0,2,10
64209,OC1(CC2(CC2)C1)C=O,7,0,2,10
64210,OC1(CC2(CN2)C1)C=O,6,1,2,9
64211,OC1(CC2(CO2)C1)C=O,6,0,3,8
64212,CC1(CC2CC12)C1CC1,9,0,0,14
64213,CC1(CC2CC12)C1CO1,8,0,1,12
64214,CC1(CC2CC12)N1CC1,8,1,0,13
64215,CC1(CC2CN12)C1CO1,7,1,1,11
64216,CC1(CC2NC12)C1CC1,8,1,0,13
64217,CC1(CC2NC12)C1CO1,7,1,1,11
64218,CC1(CC2NC12)N1CC1,7,2,0,12
64219,CC1(CC2OC12)C1CC1,8,0,1,12
64220,CC1(CC2OC12)C1CO1,7,0,2,10
64221,CC1(CC2OC12)N1CC1,7,1,1,11
64222,CC1(CN2CC12)C1CC1,8,1,0,13
64223,CC1(CN2CC12)C1CO1,7,1,1,11
64224,CC1(OC2CC12)C1CC1,8,0,1,12
64225,CC1(OC2CC12)C1CN1,7,1,1,11
64226,CC1(OC2CC12)C1CO1,7,0,2,10
64227,OC1(CC2CC12)C1CC1,8,0,1,12
64228,OC1(CC2CC12)C1CN1,7,1,1,11
64229,OC1(CC2CC12)C1CO1,7,0,2,10
64230,OC1(CC2NC12)C1CC1,7,1,1,11
64231,OC1(CC2NC12)C1CN1,6,2,1,10
64232,OC1(CC2NC12)C1CO1,6,1,2,9
64233,OC1(CC2OC12)C1CC1,7,0,2,10
64234,OC1(CC2OC12)C1CN1,6,1,2,9
64235,OC1(CC2OC12)C1CO1,6,0,3,8
64236,OC1(CN2CC12)C1CC1,7,1,1,11
64237,OC1(CN2CC12)C1CN1,6,2,1,10
64238,OC1(CN2CC12)C1CO1,6,1,2,9
64239,CC1(CC2CC1C2)C#C,9,0,0,12
64240,CC1(CC2CC1C2)C#N,8,1,0,11
64241,CC1(CC2CC1O2)C#C,8,0,1,10
64242,CC1(CC2CC1O2)C#N,7,1,1,9
64243,CC1(CC2CN1C2)C#N,7,2,0,10
64244,CC1(CN2CC1C2)C#N,7,2,0,10
64245,CC1(NC2CC1C2)C#N,7,2,0,10
64246,CC1(OC2CC1C2)C#C,8,0,1,10
64247,CC1(OC2CC1C2)C#N,7,1,1,9
64248,NC1(CC2CC1C2)C#N,7,2,0,10
64249,NC1(CC2CC1N2)C#N,6,3,0,9
64250,NC1(CC2CC1O2)C#N,6,2,1,8
64251,NC1(CN2CC1C2)C#N,6,3,0,9
64252,OC1(CC2CC1C2)C#C,8,0,1,10
64253,OC1(CC2CC1C2)C#N,7,1,1,9
64254,OC1(CC2CC1N2)C#N,6,2,1,8
64255,OC1(CC2CC1O2)C#C,7,0,2,8
64256,OC1(CC2CC1O2)C#N,6,1,2,7
64257,OC1(CN2CC1C2)C#C,7,1,1,9
64258,OC1(CN2CC1C2)C#N,6,2,1,8
64259,CC1(CC2CC1C2)C=O,8,0,1,12
64260,CC1(CC2CC1O2)C=O,7,0,2,10
64261,CC1(CC2CN1C2)C=O,7,1,1,11
64262,CC1(OC2CC1C2)C=O,7,0,2,10
64263,OC1(CC2CC1C2)C=O,7,0,2,10
64264,OC1(CC2CC1O2)C=O,6,0,3,8
64265,OC1(CN2CC1C2)C=O,6,1,2,9
64266,CC1(CC2CC2)CCC1,9,0,0,16
64267,CC1(CC2CC2)CCO1,8,0,1,14
64268,CC1(CC2CC2)COC1,8,0,1,14
64269,CC1(CC2CO2)CCC1,8,0,1,14
64270,CC1(CC2CO2)CCO1,7,0,2,12
64271,CC1(CC2CO2)COC1,7,0,2,12
64272,CC1(CCC1)OC1CC1,8,0,1,14
64273,CC1(CN2CC2)CCC1,8,1,0,15
64274,CC1(CN2CC2)CCO1,7,1,1,13
64275,CC1(CN2CC2)COC1,7,1,1,13
64276,CC1(COC1)OC1CC1,7,0,2,12
64277,OC1(CC2CC2)CCC1,8,0,1,14
64278,OC1(CC2CC2)COC1,7,0,2,12
64279,OC1(CC2CO2)CCC1,7,0,2,12
64280,OC1(CC2CO2)COC1,6,0,3,10
64281,OC1(CN2CC2)CCC1,7,1,1,13
64282,OC1(CN2CC2)COC1,6,1,2,11
64283,CC1(CC2CC2C1)C#C,9,0,0,12
64284,CC1(CC2CC2C1)C#N,8,1,0,11
64285,CC1(CC2CC2N1)C#N,7,2,0,10
64286,CC1(CC2CC2O1)C#C,8,0,1,10
64287,CC1(CC2CC2O1)C#N,7,1,1,9
64288,CC1(CC2CN2C1)C#N,7,2,0,10
64289,CC1(CC2NC2C1)C#N,7,2,0,10
64290,CC1(CC2OC2C1)C#C,8,0,1,10
64291,CC1(CC2OC2C1)C#N,7,1,1,9
64292,CC1(OC2CC2O1)C#C,7,0,2,8
64293,CC1(OC2CC2O1)C#N,6,1,2,7
64294,NC1(CC2CC2C1)C#N,7,2,0,10
64295,NC1(CC2CN2C1)C#N,6,3,0,9
64296,NC1(CC2NC2C1)C#N,6,3,0,9
64297,NC1(CC2OC2C1)C#N,6,2,1,8
64298,OC1(CC2CC2C1)C#C,8,0,1,10
64299,OC1(CC2CC2C1)C#N,7,1,1,9
64300,OC1(CC2CN2C1)C#C,7,1,1,9
64301,OC1(CC2CN2C1)C#N,6,2,1,8
64302,OC1(CC2NC2C1)C#C,7,1,1,9
64303,OC1(CC2NC2C1)C#N,6,2,1,8
64304,OC1(CC2OC2C1)C#C,7,0,2,8
64305,OC1(CC2OC2C1)C#N,6,1,2,7
64306,CC1(CC2CC2C1)C=O,8,0,1,12
64307,CC1(CC2CC2O1)C=O,7,0,2,10
64308,CC1(CC2CN2C1)C=O,7,1,1,11
64309,CC1(CC2NC2C1)C=O,7,1,1,11
64310,CC1(CC2OC2C1)C=O,7,0,2,10
64311,CC1(OC2CC2O1)C=O,6,0,3,8
64312,OC1(CC2CC2C1)C=O,7,0,2,10
64313,OC1(CC2CN2C1)C=O,6,1,2,9
64314,OC1(CC2NC2C1)C=O,6,1,2,9
64315,OC1(CC2OC2C1)C=O,6,0,3,8
64316,CC1(CC2CCC12)C#C,9,0,0,12
64317,CC1(CC2CCC12)C#N,8,1,0,11
64318,CC1(CC2CCN12)C#N,7,2,0,10
64319,CC1(CC2COC12)C#C,8,0,1,10
64320,CC1(CC2COC12)C#N,7,1,1,9
64321,CC1(CC2OCC12)C#C,8,0,1,10
64322,CC1(CC2OCC12)C#N,7,1,1,9
64323,CC1(CN2CCC12)C#N,7,2,0,10
64324,CC1(NC2CCC12)C#N,7,2,0,10
64325,CC1(NC2CNC12)C#N,6,3,0,9
64326,CC1(NC2COC12)C#C,7,1,1,9
64327,CC1(NC2COC12)C#N,6,2,1,8
64328,CC1(OC2CCC12)C#C,8,0,1,10
64329,CC1(OC2CCC12)C#N,7,1,1,9
64330,CC1(OC2CNC12)C#C,7,1,1,9
64331,CC1(OC2CNC12)C#N,6,2,1,8
64332,CC1(OC2COC12)C#C,7,0,2,8
64333,CC1(OC2COC12)C#N,6,1,2,7
64334,NC1(CC2CCC12)C#N,7,2,0,10
64335,NC1(CC2COC12)C#N,6,2,1,8
64336,NC1(CC2OCC12)C#N,6,2,1,8
64337,NC1(CN2CCC12)C#N,6,3,0,9
64338,OC1(CC2CCC12)C#C,8,0,1,10
64339,OC1(CC2CCC12)C#N,7,1,1,9
64340,OC1(CC2CNC12)C#N,6,2,1,8
64341,OC1(CC2COC12)C#C,7,0,2,8
64342,OC1(CC2COC12)C#N,6,1,2,7
64343,OC1(CC2OCC12)C#C,7,0,2,8
64344,OC1(CC2OCC12)C#N,6,1,2,7
64345,OC1(CN2CCC12)C#C,7,1,1,9
64346,OC1(CN2CCC12)C#N,6,2,1,8
64347,CC1(CC2CCC12)C=O,8,0,1,12
64348,CC1(CC2CCN12)C=O,7,1,1,11
64349,CC1(CC2COC12)C=O,7,0,2,10
64350,CC1(CC2OCC12)C=O,7,0,2,10
64351,CC1(NC2COC12)C=O,6,1,2,9
64352,CC1(OC2CCC12)C=O,7,0,2,10
64353,CC1(OC2CNC12)C=O,6,1,2,9
64354,CC1(OC2COC12)C=O,6,0,3,8
64355,OC1(CC2CCC12)C=O,7,0,2,10
64356,OC1(CC2COC12)C=O,6,0,3,8
64357,OC1(CC2OCC12)C=O,6,0,3,8
64358,OC1(CN2CCC12)C=O,6,1,2,9
64359,CC1(CC1)OC1CCC1,8,0,1,14
64360,CC1(CC1)OC1COC1,7,0,2,12
64361,CC1(CC2CCC2)CC1,9,0,0,16
64362,CC1(CC2CCC2)CO1,8,0,1,14
64363,CC1(CC2CCO2)CC1,8,0,1,14
64364,CC1(CC2CCO2)CO1,7,0,2,12
64365,CC1(CC2COC2)CC1,8,0,1,14
64366,CC1(CC2COC2)CO1,7,0,2,12
64367,OC1(CC2CCC2)CC1,8,0,1,14
64368,OC1(CC2CCO2)CC1,7,0,2,12
64369,OC1(CC2COC2)CC1,7,0,2,12
64370,CC1(CC=O)C2CC1C2,8,0,1,12
64371,CC1(CC=O)C2CC1O2,7,0,2,10
64372,CC1(CC=O)C2CN1C2,7,1,1,11
64373,CC1(NC=O)C2CC1C2,7,1,1,11
64374,CC1(NC=O)C2CC1O2,6,1,2,9
64375,CC1(OC=N)C2CC1C2,7,1,1,11
64376,CC1(OC=N)C2CC1O2,6,1,2,9
64377,CC1(OC=O)C2CC1C2,7,0,2,10
64378,CC1(OC=O)C2CC1O2,6,0,3,8
64379,OC1(CC=O)C2CC1C2,7,0,2,10
64380,OC1(CC=O)C2CC1O2,6,0,3,8
64381,CC1(CC=O)C2CCC12,8,0,1,12
64382,CC1(CC=O)C2CCN12,7,1,1,11
64383,CC1(CC=O)C2COC12,7,0,2,10
64384,CC1(NC=O)C2CCC12,7,1,1,11
64385,CC1(NC=O)C2COC12,6,1,2,9
64386,CC1(OC=N)C2CCC12,7,1,1,11
64387,CC1(OC=N)C2COC12,6,1,2,9
64388,CC1(OC=O)C2CCC12,7,0,2,10
64389,CC1(OC=O)C2COC12,6,0,3,8
64390,OC1(CC=O)C2CCC12,7,0,2,10
64391,OC1(CC=O)C2COC12,6,0,3,8
64392,CC1(CC(=O)C1)NC=O,6,1,2,9
64393,CC1(CC(=O)C1)OC=N,6,1,2,9
64394,CC1(CC(=O)C1)OC=O,6,0,3,8
64395,CC1(CC=O)CC(=N)O1,6,1,2,9
64396,CC1(CC=O)CC(=O)C1,7,0,2,10
64397,CC1(CC=O)CC(=O)N1,6,1,2,9
64398,CC1(CC=O)CC(=O)O1,6,0,3,8
64399,OC1(CC=O)CC(=O)C1,6,0,3,8
64400,CC1(CC1C#C)NC=O,7,1,1,9
64401,CC1(CC1C#C)OC=N,7,1,1,9
64402,CC1(CC1C#C)OC=O,7,0,2,8
64403,CC1(CC1C#N)NC=O,6,2,1,8
64404,CC1(CC1C#N)OC=N,6,2,1,8
64405,CC1(CC1C#N)OC=O,6,1,2,7
64406,CC1(CC=O)CC1C#C,8,0,1,10
64407,CC1(CC=O)CC1C#N,7,1,1,9
64408,CC1(CC=O)NC1C#C,7,1,1,9
64409,CC1(CC=O)NC1C#N,6,2,1,8
64410,CC1(CC=O)OC1C#C,7,0,2,8
64411,CC1(CC=O)OC1C#N,6,1,2,7
64412,OC1(CC=O)CC1C#C,7,0,2,8
64413,OC1(CC=O)CC1C#N,6,1,2,7
64414,CC1(CC1C=O)NC=O,6,1,2,9
64415,CC1(CC1C=O)OC=N,6,1,2,9
64416,CC1(CC1C=O)OC=O,6,0,3,8
64417,CC1(CC=O)CC1C=O,7,0,2,10
64418,CC1(CC=O)CN1C=O,6,1,2,9
64419,CC1(CC=O)NC1C=O,6,1,2,9
64420,CC1(CC=O)OC1C=O,6,0,3,8
64421,OC1(CC=O)CC1C=O,6,0,3,8
64422,CC1(CC2CC12)NC=O,7,1,1,11
64423,CC1(CC2CC12)OC=N,7,1,1,11
64424,CC1(CC2CC12)OC=O,7,0,2,10
64425,CC1(CC2NC12)NC=O,6,2,1,10
64426,CC1(CC2NC12)OC=N,6,2,1,10
64427,CC1(CC2NC12)OC=O,6,1,2,9
64428,CC1(CC2OC12)NC=O,6,1,2,9
64429,CC1(CC2OC12)OC=N,6,1,2,9
64430,CC1(CC2OC12)OC=O,6,0,3,8
64431,CC1(CC=O)CC2CC12,8,0,1,12
64432,CC1(CC=O)CC2CN12,7,1,1,11
64433,CC1(CC=O)CC2NC12,7,1,1,11
64434,CC1(CC=O)CC2OC12,7,0,2,10
64435,CC1(CC=O)CN2CC12,7,1,1,11
64436,CC1(CC=O)OC2CC12,7,0,2,10
64437,CC1(CN2CC12)NC=O,6,2,1,10
64438,CC1(CN2CC12)OC=N,6,2,1,10
64439,CC1(CN2CC12)OC=O,6,1,2,9
64440,OC1(CC=O)CC2CC12,7,0,2,10
64441,OC1(CC=O)CC2NC12,6,1,2,9
64442,OC1(CC=O)CC2OC12,6,0,3,8
64443,OC1(CC=O)CN2CC12,6,1,2,9
64444,CC1(CC=CC1)NC=O,7,1,1,11
64445,CC1(CC=CC1)OC=O,7,0,2,10
64446,CC1(CC=O)CC=CC1,8,0,1,12
64447,CC1(CC=O)CN=CO1,6,1,2,9
64448,CC1(CN=CO1)OC=N,5,2,2,8
64449,CC1(CN=CO1)OC=O,5,1,3,7
64450,OC1(CC=O)CC=CC1,7,0,2,10
64451,CC1(CC=O)CCC1=O,7,0,2,10
64452,CC1(CC=O)CNC1=O,6,1,2,9
64453,CC1(CC=O)COC1=N,6,1,2,9
64454,CC1(CC=O)COC1=O,6,0,3,8
64455,CC1(CC=O)NCC1=O,6,1,2,9
64456,CC1(CC=O)OCC1=O,6,0,3,8
64457,CC1(CCC1=O)NC=O,6,1,2,9
64458,CC1(CCC1=O)OC=N,6,1,2,9
64459,CC1(CCC1=O)OC=O,6,0,3,8
64460,CC1(CNC1=O)NC=O,5,2,2,8
64461,CC1(CNC1=O)OC=N,5,2,2,8
64462,CC1(CNC1=O)OC=O,5,1,3,7
64463,CC1(COC1=N)NC=O,5,2,2,8
64464,CC1(COC1=N)OC=N,5,2,2,8
64465,CC1(COC1=N)OC=O,5,1,3,7
64466,CC1(COC1=O)NC=O,5,1,3,7
64467,CC1(COC1=O)OC=N,5,1,3,7
64468,CC1(COC1=O)OC=O,5,0,4,6
64469,OC1(CC=O)CCC1=O,6,0,3,8
64470,OC1(CC=O)CNC1=O,5,1,3,7
64471,OC1(CC=O)COC1=N,5,1,3,7
64472,OC1(CC=O)COC1=O,5,0,4,6
64473,CC1(CC=O)CCC=C1,8,0,1,12
64474,CC1(CC=O)COC=N1,6,1,2,9
64475,CC1(CC=O)OCC=C1,7,0,2,10
64476,CC1(CCC=C1)NC=O,7,1,1,11
64477,CC1(CCC=C1)OC=O,7,0,2,10
64478,CC1(OC=N)OCC=C1,6,1,2,9
64479,CC1(OC=O)OCC=C1,6,0,3,8
64480,OC1(CC=O)CCC=C1,7,0,2,10
64481,CC1(CC=O)CCCC1,8,0,1,14
64482,CC1(CC=O)CCCO1,7,0,2,12
64483,CC1(CC=O)CCOC1,7,0,2,12
64484,CC1(CC=O)COCO1,6,0,3,10
64485,CC1(CC=O)OCCO1,6,0,3,10
64486,CC1(CCCC1)NC=O,7,1,1,13
64487,CC1(CCCC1)OC=O,7,0,2,12
64488,CC1(CCCO1)OC=N,6,1,2,11
64489,CC1(CCCO1)OC=O,6,0,3,10
64490,CC1(CCOC1)NC=O,6,1,2,11
64491,CC1(CCOC1)OC=N,6,1,2,11
64492,CC1(CCOC1)OC=O,6,0,3,10
64493,OC1(CC=O)CCCC1,7,0,2,12
64494,OC1(CC=O)CCOC1,6,0,3,10
64495,CC1(CC=CC1)C1CC1,9,0,0,14
64496,CC1(CC=CC1)C1CO1,8,0,1,12
64497,CC1(CN=CO1)C1CC1,7,1,1,11
64498,CC1(CN=CO1)C1CN1,6,2,1,10
64499,CC1(CN=CO1)C1CO1,6,1,2,9
64500,OC1(CC=CC1)C1CC1,8,0,1,12
64501,OC1(CC=CC1)C1CO1,7,0,2,10
64502,CC1(CC=CC1=O)C#C,8,0,1,8
64503,CC1(CC=CC1=O)C#N,7,1,1,7
64504,CC1(NC=CC1=O)C#C,7,1,1,7
64505,CC1(NC=CC1=O)C#N,6,2,1,6
64506,OC1(CC=CC1=O)C#C,7,0,2,6
64507,OC1(CC=CC1=O)C#N,6,1,2,5
64508,CC1(CC=CC1=O)C=O,7,0,2,8
64509,CC1(NC=CC1=O)C=O,6,1,2,7
64510,OC1(CC=CC1=O)C=O,6,0,3,6
64511,CC1(CCC#C)CCC1,9,0,0,14
64512,CC1(CCC#C)CCO1,8,0,1,12
